ID,Produto,Categoria,Preço,Quantidade,Data_Venda,Vendedor
3156,Produto C,Categoria 2,37.43,2,2031-08-22,Vendedor 2
3157,Produto B,Categoria 3,33.08,2,2031-08-23,Vendedor 1
3158,Produto C,Categoria 2,63.44,15,2031-08-24,Vendedor 2
3159,Produto B,Categoria 2,11.42,17,2031-08-25,Vendedor 2
3160,Produto A,Categoria 2,33.36,13,2031-08-26,Vendedor 1
3161,Produto A,Categoria 1,69.52,7,2031-08-27,Vendedor 1
3162,Produto C,Categoria 2,12.89,9,2031-08-28,Vendedor 2
3163,Produto A,Categoria 3,17.49,12,2031-08-29,Vendedor 1
3164,Produto C,Categoria 3,36.41,3,2031-08-30,Vendedor 1
3165,Produto A,Categoria 2,89.0,15,2031-08-31,Vendedor 2
3166,Produto B,Categoria 2,78.84,7,2031-09-01,Vendedor 3
3167,Produto B,Categoria 2,11.99,1,2031-09-02,Vendedor 1
3168,Produto B,Categoria 3,55.15,14,2031-09-03,Vendedor 1
3169,Produto B,Categoria 3,34.72,19,2031-09-04,Vendedor 3
3170,Produto C,Categoria 1,68.38,16,2031-09-05,Vendedor 1
3171,Produto A,Categoria 1,74.94,10,2031-09-06,Vendedor 2
3172,Produto C,Categoria 1,87.66,1,2031-09-07,Vendedor 1
3173,Produto B,Categoria 3,52.79,5,2031-09-08,Vendedor 2
3174,Produto C,Categoria 1,99.5,3,2031-09-09,Vendedor 3
3175,Produto A,Categoria 2,98.2,17,2031-09-10,Vendedor 3
3176,Produto C,Categoria 2,89.4,18,2031-09-11,Vendedor 3
3177,Produto A,Categoria 3,61.74,19,2031-09-12,Vendedor 1
3178,Produto C,Categoria 1,45.82,18,2031-09-13,Vendedor 3
3179,Produto A,Categoria 2,42.79,16,2031-09-14,Vendedor 1
3180,Produto A,Categoria 3,11.09,2,2031-09-15,Vendedor 1
3181,Produto B,Categoria 1,32.43,15,2031-09-16,Vendedor 1
3182,Produto A,Categoria 2,74.69,13,2031-09-17,Vendedor 3
3183,Produto B,Categoria 1,64.33,13,2031-09-18,Vendedor 3
3184,Produto B,Categoria 3,92.48,16,2031-09-19,Vendedor 1
3185,Produto B,Categoria 1,14.5,8,2031-09-20,Vendedor 3
3186,Produto C,Categoria 3,23.97,11,2031-09-21,Vendedor 1
3187,Produto C,Categoria 1,81.03,8,2031-09-22,Vendedor 3
3188,Produto C,Categoria 2,42.27,10,2031-09-23,Vendedor 2
3189,Produto C,Categoria 3,20.65,1,2031-09-24,Vendedor 3
3190,Produto A,Categoria 3,99.68,12,2031-09-25,Vendedor 3
3191,Produto A,Categoria 3,80.85,9,2031-09-26,Vendedor 3
3192,Produto C,Categoria 1,46.79,5,2031-09-27,Vendedor 1
3193,Produto A,Categoria 1,84.1,9,2031-09-28,Vendedor 1
3194,Produto A,Categoria 2,71.25,16,2031-09-29,Vendedor 2
3195,Produto B,Categoria 3,81.1,18,2031-09-30,Vendedor 2
3196,Produto B,Categoria 3,83.37,8,2031-10-01,Vendedor 2
3197,Produto B,Categoria 1,17.63,11,2031-10-02,Vendedor 1
3198,Produto B,Categoria 1,66.07,19,2031-10-03,Vendedor 2
3199,Produto A,Categoria 2,10.61,4,2031-10-04,Vendedor 2
3200,Produto C,Categoria 2,13.91,10,2031-10-05,Vendedor 3
3201,Produto A,Categoria 1,91.36,13,2031-10-06,Vendedor 2
3202,Produto A,Categoria 3,57.48,14,2031-10-07,Vendedor 3
3203,Produto A,Categoria 2,76.23,2,2031-10-08,Vendedor 1
3204,Produto B,Categoria 1,85.47,4,2031-10-09,Vendedor 1
3205,Produto B,Categoria 1,95.46,7,2031-10-10,Vendedor 3
3206,Produto B,Categoria 3,88.24,19,2031-10-11,Vendedor 2
3207,Produto C,Categoria 1,53.5,17,2031-10-12,Vendedor 1
3208,Produto A,Categoria 1,40.24,16,2031-10-13,Vendedor 3
3209,Produto C,Categoria 2,23.9,13,2031-10-14,Vendedor 1
3210,Produto B,Categoria 1,46.03,18,2031-10-15,Vendedor 1
3211,Produto C,Categoria 1,42.98,12,2031-10-16,Vendedor 2
3212,Produto A,Categoria 2,60.36,1,2031-10-17,Vendedor 1
3213,Produto A,Categoria 3,69.9,15,2031-10-18,Vendedor 3
3214,Produto B,Categoria 3,98.05,3,2031-10-19,Vendedor 2
3215,Produto B,Categoria 2,75.55,6,2031-10-20,Vendedor 3
3216,Produto C,Categoria 2,67.94,14,2031-10-21,Vendedor 3
3217,Produto B,Categoria 3,40.16,6,2031-10-22,Vendedor 3
3218,Produto B,Categoria 3,13.11,1,2031-10-23,Vendedor 2
3219,Produto A,Categoria 3,35.93,6,2031-10-24,Vendedor 1
3220,Produto B,Categoria 3,79.16,8,2031-10-25,Vendedor 3
3221,Produto B,Categoria 3,28.47,15,2031-10-26,Vendedor 1
3222,Produto A,Categoria 2,74.1,14,2031-10-27,Vendedor 1
3223,Produto A,Categoria 1,62.18,16,2031-10-28,Vendedor 3
3224,Produto C,Categoria 3,25.47,16,2031-10-29,Vendedor 1
3225,Produto B,Categoria 3,33.55,19,2031-10-30,Vendedor 2
3226,Produto A,Categoria 1,54.67,1,2031-10-31,Vendedor 2
3227,Produto C,Categoria 1,47.65,4,2031-11-01,Vendedor 1
3228,Produto C,Categoria 1,80.07,10,2031-11-02,Vendedor 1
3229,Produto B,Categoria 1,76.1,18,2031-11-03,Vendedor 2
3230,Produto B,Categoria 1,61.71,2,2031-11-04,Vendedor 1
3231,Produto C,Categoria 1,84.0,4,2031-11-05,Vendedor 1
3232,Produto A,Categoria 2,60.64,15,2031-11-06,Vendedor 1
3233,Produto C,Categoria 1,96.8,4,2031-11-07,Vendedor 1
3234,Produto B,Categoria 1,29.55,16,2031-11-08,Vendedor 3
3235,Produto A,Categoria 2,74.27,15,2031-11-09,Vendedor 1
3236,Produto A,Categoria 1,43.29,18,2031-11-10,Vendedor 2
3237,Produto C,Categoria 3,35.11,7,2031-11-11,Vendedor 3
3238,Produto B,Categoria 3,26.23,15,2031-11-12,Vendedor 3
3239,Produto C,Categoria 1,59.73,11,2031-11-13,Vendedor 2
3240,Produto C,Categoria 2,29.39,19,2031-11-14,Vendedor 1
3241,Produto C,Categoria 3,28.03,8,2031-11-15,Vendedor 3
3242,Produto A,Categoria 2,99.15,1,2031-11-16,Vendedor 3
3243,Produto A,Categoria 3,82.16,3,2031-11-17,Vendedor 1
3244,Produto B,Categoria 1,77.34,5,2031-11-18,Vendedor 1
3245,Produto B,Categoria 2,81.47,18,2031-11-19,Vendedor 2
3246,Produto C,Categoria 2,97.2,12,2031-11-20,Vendedor 3
3247,Produto C,Categoria 2,61.59,12,2031-11-21,Vendedor 1
3248,Produto C,Categoria 3,29.82,19,2031-11-22,Vendedor 1
3249,Produto B,Categoria 3,87.6,9,2031-11-23,Vendedor 2
3250,Produto A,Categoria 3,76.85,11,2031-11-24,Vendedor 3
3251,Produto A,Categoria 1,47.29,17,2031-11-25,Vendedor 1
3252,Produto C,Categoria 3,52.62,16,2031-11-26,Vendedor 2
3253,Produto C,Categoria 1,47.01,4,2031-11-27,Vendedor 3
3254,Produto C,Categoria 2,93.69,10,2031-11-28,Vendedor 3
3255,Produto C,Categoria 2,40.92,15,2031-11-29,Vendedor 3
3256,Produto B,Categoria 1,96.71,19,2031-11-30,Vendedor 3
3257,Produto A,Categoria 3,91.92,3,2031-12-01,Vendedor 2
3258,Produto C,Categoria 1,66.75,5,2031-12-02,Vendedor 1
3259,Produto B,Categoria 2,62.18,11,2031-12-03,Vendedor 3
3260,Produto C,Categoria 2,43.31,5,2031-12-04,Vendedor 3
3261,Produto C,Categoria 1,11.65,7,2031-12-05,Vendedor 1
3262,Produto A,Categoria 3,21.49,6,2031-12-06,Vendedor 3
3263,Produto C,Categoria 3,77.88,13,2031-12-07,Vendedor 3
3264,Produto A,Categoria 1,52.44,2,2031-12-08,Vendedor 1
3265,Produto A,Categoria 1,23.49,19,2031-12-09,Vendedor 1
3266,Produto A,Categoria 3,33.76,11,2031-12-10,Vendedor 3
3267,Produto B,Categoria 2,95.31,5,2031-12-11,Vendedor 1
3268,Produto B,Categoria 1,43.04,9,2031-12-12,Vendedor 2
3269,Produto A,Categoria 3,91.69,6,2031-12-13,Vendedor 2
3270,Produto C,Categoria 3,37.42,17,2031-12-14,Vendedor 3
3271,Produto A,Categoria 2,58.89,19,2031-12-15,Vendedor 3
3272,Produto C,Categoria 2,11.84,8,2031-12-16,Vendedor 1
3273,Produto A,Categoria 2,56.97,7,2031-12-17,Vendedor 1
3274,Produto C,Categoria 2,67.32,5,2031-12-18,Vendedor 3
3275,Produto B,Categoria 2,31.09,15,2031-12-19,Vendedor 3
3276,Produto C,Categoria 1,62.1,10,2031-12-20,Vendedor 2
3277,Produto A,Categoria 3,68.25,16,2031-12-21,Vendedor 1
3278,Produto B,Categoria 1,71.82,9,2031-12-22,Vendedor 3
3279,Produto C,Categoria 1,79.88,7,2031-12-23,Vendedor 3
3280,Produto C,Categoria 1,38.02,11,2031-12-24,Vendedor 1
3281,Produto C,Categoria 1,61.1,9,2031-12-25,Vendedor 1
3282,Produto C,Categoria 1,98.34,17,2031-12-26,Vendedor 3
3283,Produto C,Categoria 2,90.83,9,2031-12-27,Vendedor 3
3284,Produto B,Categoria 2,95.74,3,2031-12-28,Vendedor 3
3285,Produto B,Categoria 3,44.75,8,2031-12-29,Vendedor 1
3286,Produto B,Categoria 1,80.82,19,2031-12-30,Vendedor 3
3287,Produto B,Categoria 3,65.79,16,2031-12-31,Vendedor 3
3288,Produto A,Categoria 2,17.45,7,2032-01-01,Vendedor 3
3289,Produto B,Categoria 2,84.16,7,2032-01-02,Vendedor 2
3290,Produto C,Categoria 2,70.94,13,2032-01-03,Vendedor 2
3291,Produto C,Categoria 1,27.9,3,2032-01-04,Vendedor 1
3292,Produto B,Categoria 1,17.18,12,2032-01-05,Vendedor 3
3293,Produto C,Categoria 2,85.33,8,2032-01-06,Vendedor 3
3294,Produto B,Categoria 3,17.1,13,2032-01-07,Vendedor 1
3295,Produto C,Categoria 3,18.22,16,2032-01-08,Vendedor 1
3296,Produto A,Categoria 2,48.47,7,2032-01-09,Vendedor 1
3297,Produto A,Categoria 3,22.13,4,2032-01-10,Vendedor 3
3298,Produto B,Categoria 2,92.23,12,2032-01-11,Vendedor 2
3299,Produto B,Categoria 3,52.33,17,2032-01-12,Vendedor 1
3300,Produto B,Categoria 2,61.22,1,2032-01-13,Vendedor 3
3301,Produto C,Categoria 3,93.53,17,2032-01-14,Vendedor 1
3302,Produto B,Categoria 1,57.72,2,2032-01-15,Vendedor 3
3303,Produto A,Categoria 2,41.82,6,2032-01-16,Vendedor 1
3304,Produto C,Categoria 2,81.74,12,2032-01-17,Vendedor 3
3305,Produto B,Categoria 3,49.86,11,2032-01-18,Vendedor 1
3306,Produto C,Categoria 2,38.66,11,2032-01-19,Vendedor 2
3307,Produto C,Categoria 2,75.09,18,2032-01-20,Vendedor 1
3308,Produto B,Categoria 2,82.14,8,2032-01-21,Vendedor 1
3309,Produto C,Categoria 1,81.25,7,2032-01-22,Vendedor 2
3310,Produto A,Categoria 1,97.99,14,2032-01-23,Vendedor 1
3311,Produto A,Categoria 3,80.8,16,2032-01-24,Vendedor 2
3312,Produto C,Categoria 1,79.29,12,2032-01-25,Vendedor 3
3313,Produto B,Categoria 3,87.17,9,2032-01-26,Vendedor 2
3314,Produto C,Categoria 1,10.02,16,2032-01-27,Vendedor 2
3315,Produto A,Categoria 3,42.62,19,2032-01-28,Vendedor 3
3316,Produto C,Categoria 1,76.38,16,2032-01-29,Vendedor 2
3317,Produto C,Categoria 1,63.97,9,2032-01-30,Vendedor 2
3318,Produto A,Categoria 3,25.98,13,2032-01-31,Vendedor 3
3319,Produto C,Categoria 2,37.34,5,2032-02-01,Vendedor 1
3320,Produto C,Categoria 2,40.31,19,2032-02-02,Vendedor 1
3321,Produto B,Categoria 1,61.1,10,2032-02-03,Vendedor 2
3322,Produto B,Categoria 3,84.84,7,2032-02-04,Vendedor 1
3323,Produto A,Categoria 2,93.92,9,2032-02-05,Vendedor 1
3324,Produto A,Categoria 3,77.51,14,2032-02-06,Vendedor 2
3325,Produto A,Categoria 2,85.87,15,2032-02-07,Vendedor 3
3326,Produto B,Categoria 3,52.31,13,2032-02-08,Vendedor 1
3327,Produto A,Categoria 1,45.08,10,2032-02-09,Vendedor 2
3328,Produto A,Categoria 3,45.34,14,2032-02-10,Vendedor 3
3329,Produto A,Categoria 2,65.44,12,2032-02-11,Vendedor 1
3330,Produto B,Categoria 1,21.18,19,2032-02-12,Vendedor 3
3331,Produto C,Categoria 3,62.15,6,2032-02-13,Vendedor 2
3332,Produto A,Categoria 2,69.86,12,2032-02-14,Vendedor 3
3333,Produto C,Categoria 1,49.5,13,2032-02-15,Vendedor 3
3334,Produto A,Categoria 3,95.79,8,2032-02-16,Vendedor 2
3335,Produto C,Categoria 2,64.74,16,2032-02-17,Vendedor 1
3336,Produto B,Categoria 3,29.8,2,2032-02-18,Vendedor 1
3337,Produto B,Categoria 3,53.13,7,2032-02-19,Vendedor 3
3338,Produto A,Categoria 1,70.79,12,2032-02-20,Vendedor 3
3339,Produto C,Categoria 1,39.13,7,2032-02-21,Vendedor 3
3340,Produto B,Categoria 2,17.17,19,2032-02-22,Vendedor 3
3341,Produto A,Categoria 1,62.51,14,2032-02-23,Vendedor 1
3342,Produto A,Categoria 2,95.31,9,2032-02-24,Vendedor 2
3343,Produto B,Categoria 3,53.66,18,2032-02-25,Vendedor 2
3344,Produto B,Categoria 3,91.55,11,2032-02-26,Vendedor 2
3345,Produto A,Categoria 2,85.15,16,2032-02-27,Vendedor 3
3346,Produto C,Categoria 3,23.27,19,2032-02-28,Vendedor 3
3347,Produto C,Categoria 1,73.74,11,2032-02-29,Vendedor 2
3348,Produto C,Categoria 3,49.19,18,2032-03-01,Vendedor 1
3349,Produto A,Categoria 1,32.52,11,2032-03-02,Vendedor 2
3350,Produto B,Categoria 2,71.82,4,2032-03-03,Vendedor 1
3351,Produto A,Categoria 2,76.84,18,2032-03-04,Vendedor 3
3352,Produto B,Categoria 3,26.19,19,2032-03-05,Vendedor 2
3353,Produto C,Categoria 3,92.3,13,2032-03-06,Vendedor 2
3354,Produto C,Categoria 1,77.6,4,2032-03-07,Vendedor 3
3355,Produto B,Categoria 1,94.0,10,2032-03-08,Vendedor 1
3356,Produto B,Categoria 3,38.54,5,2032-03-09,Vendedor 2
3357,Produto A,Categoria 3,94.54,3,2032-03-10,Vendedor 2
3358,Produto C,Categoria 2,43.17,16,2032-03-11,Vendedor 1
3359,Produto A,Categoria 2,14.86,8,2032-03-12,Vendedor 2
3360,Produto A,Categoria 2,78.67,7,2032-03-13,Vendedor 2
3361,Produto A,Categoria 3,73.32,19,2032-03-14,Vendedor 3
3362,Produto C,Categoria 3,63.81,14,2032-03-15,Vendedor 1
3363,Produto A,Categoria 3,54.09,15,2032-03-16,Vendedor 2
3364,Produto A,Categoria 2,12.89,17,2032-03-17,Vendedor 2
3365,Produto A,Categoria 3,66.21,1,2032-03-18,Vendedor 3
3366,Produto A,Categoria 1,47.52,6,2032-03-19,Vendedor 2
3367,Produto A,Categoria 3,60.42,15,2032-03-20,Vendedor 3
3368,Produto A,Categoria 3,48.64,12,2032-03-21,Vendedor 2
3369,Produto C,Categoria 3,96.95,2,2032-03-22,Vendedor 3
3370,Produto A,Categoria 3,64.37,5,2032-03-23,Vendedor 1
3371,Produto B,Categoria 3,77.43,9,2032-03-24,Vendedor 1
3372,Produto A,Categoria 1,94.27,14,2032-03-25,Vendedor 2
3373,Produto A,Categoria 1,63.24,18,2032-03-26,Vendedor 2
3374,Produto C,Categoria 3,11.09,8,2032-03-27,Vendedor 3
3375,Produto C,Categoria 2,13.09,2,2032-03-28,Vendedor 3
3376,Produto B,Categoria 3,73.21,9,2032-03-29,Vendedor 1
3377,Produto B,Categoria 3,35.12,7,2032-03-30,Vendedor 2
3378,Produto C,Categoria 3,62.14,18,2032-03-31,Vendedor 3
3379,Produto C,Categoria 2,28.2,16,2032-04-01,Vendedor 1
3380,Produto A,Categoria 2,34.32,5,2032-04-02,Vendedor 1
3381,Produto C,Categoria 2,55.42,15,2032-04-03,Vendedor 3
3382,Produto B,Categoria 1,97.8,5,2032-04-04,Vendedor 2
3383,Produto A,Categoria 2,65.46,11,2032-04-05,Vendedor 1
3384,Produto B,Categoria 1,94.25,14,2032-04-06,Vendedor 3
3385,Produto A,Categoria 1,96.34,19,2032-04-07,Vendedor 1
3386,Produto C,Categoria 2,28.73,3,2032-04-08,Vendedor 2
3387,Produto B,Categoria 2,38.01,10,2032-04-09,Vendedor 3
3388,Produto A,Categoria 2,79.3,6,2032-04-10,Vendedor 2
3389,Produto A,Categoria 1,88.01,3,2032-04-11,Vendedor 2
3390,Produto C,Categoria 3,56.73,2,2032-04-12,Vendedor 1
3391,Produto C,Categoria 2,99.39,13,2032-04-13,Vendedor 2
3392,Produto C,Categoria 2,11.04,18,2032-04-14,Vendedor 1
3393,Produto B,Categoria 2,36.96,2,2032-04-15,Vendedor 3
3394,Produto A,Categoria 1,66.08,15,2032-04-16,Vendedor 3
3395,Produto C,Categoria 1,52.24,5,2032-04-17,Vendedor 1
3396,Produto B,Categoria 3,20.49,15,2032-04-18,Vendedor 1
3397,Produto B,Categoria 2,43.1,17,2032-04-19,Vendedor 1
3398,Produto B,Categoria 1,12.29,2,2032-04-20,Vendedor 2
3399,Produto C,Categoria 3,67.85,18,2032-04-21,Vendedor 3
3400,Produto C,Categoria 2,90.35,15,2032-04-22,Vendedor 3
3401,Produto A,Categoria 1,89.64,3,2032-04-23,Vendedor 2
3402,Produto A,Categoria 2,72.96,5,2032-04-24,Vendedor 1
3403,Produto C,Categoria 2,51.92,11,2032-04-25,Vendedor 3
3404,Produto B,Categoria 1,56.08,9,2032-04-26,Vendedor 2
3405,Produto B,Categoria 1,22.32,5,2032-04-27,Vendedor 1
3406,Produto B,Categoria 1,40.69,1,2032-04-28,Vendedor 3
3407,Produto A,Categoria 2,26.9,14,2032-04-29,Vendedor 1
3408,Produto B,Categoria 2,83.91,5,2032-04-30,Vendedor 2
3409,Produto A,Categoria 3,92.33,8,2032-05-01,Vendedor 3
3410,Produto A,Categoria 2,58.32,14,2032-05-02,Vendedor 1
3411,Produto B,Categoria 1,75.5,16,2032-05-03,Vendedor 1
3412,Produto B,Categoria 2,20.93,6,2032-05-04,Vendedor 1
3413,Produto C,Categoria 3,64.77,8,2032-05-05,Vendedor 2
3414,Produto C,Categoria 3,73.25,2,2032-05-06,Vendedor 1
3415,Produto B,Categoria 1,50.75,19,2032-05-07,Vendedor 3
3416,Produto A,Categoria 1,31.89,9,2032-05-08,Vendedor 3
3417,Produto A,Categoria 3,88.96,5,2032-05-09,Vendedor 1
3418,Produto A,Categoria 3,76.86,5,2032-05-10,Vendedor 2
3419,Produto A,Categoria 3,90.99,19,2032-05-11,Vendedor 3
3420,Produto A,Categoria 1,83.66,4,2032-05-12,Vendedor 3
3421,Produto C,Categoria 3,99.13,16,2032-05-13,Vendedor 3
3422,Produto B,Categoria 3,27.3,16,2032-05-14,Vendedor 1
3423,Produto C,Categoria 1,17.81,16,2032-05-15,Vendedor 3
3424,Produto A,Categoria 2,40.33,7,2032-05-16,Vendedor 1
3425,Produto A,Categoria 2,21.61,18,2032-05-17,Vendedor 1
3426,Produto A,Categoria 3,57.08,1,2032-05-18,Vendedor 1
3427,Produto A,Categoria 2,66.97,3,2032-05-19,Vendedor 1
3428,Produto B,Categoria 2,62.05,8,2032-05-20,Vendedor 1
3429,Produto A,Categoria 2,33.33,1,2032-05-21,Vendedor 3
3430,Produto B,Categoria 2,91.79,7,2032-05-22,Vendedor 1
3431,Produto A,Categoria 3,11.91,7,2032-05-23,Vendedor 1
3432,Produto B,Categoria 2,41.32,8,2032-05-24,Vendedor 1
3433,Produto C,Categoria 2,74.71,19,2032-05-25,Vendedor 1
3434,Produto A,Categoria 1,79.02,17,2032-05-26,Vendedor 1
3435,Produto B,Categoria 3,47.45,11,2032-05-27,Vendedor 1
3436,Produto C,Categoria 1,11.52,15,2032-05-28,Vendedor 3
3437,Produto A,Categoria 1,65.62,9,2032-05-29,Vendedor 1
3438,Produto A,Categoria 3,15.68,17,2032-05-30,Vendedor 1
3439,Produto A,Categoria 2,19.71,11,2032-05-31,Vendedor 3
3440,Produto B,Categoria 1,68.52,6,2032-06-01,Vendedor 3
3441,Produto B,Categoria 3,38.12,9,2032-06-02,Vendedor 2
3442,Produto C,Categoria 2,41.32,18,2032-06-03,Vendedor 3
3443,Produto B,Categoria 3,53.81,2,2032-06-04,Vendedor 3
3444,Produto B,Categoria 1,98.07,4,2032-06-05,Vendedor 1
3445,Produto A,Categoria 2,96.89,18,2032-06-06,Vendedor 2
3446,Produto A,Categoria 2,47.46,1,2032-06-07,Vendedor 1
3447,Produto A,Categoria 3,33.89,11,2032-06-08,Vendedor 2
3448,Produto A,Categoria 2,37.23,3,2032-06-09,Vendedor 1
3449,Produto A,Categoria 1,34.19,8,2032-06-10,Vendedor 3
3450,Produto A,Categoria 1,57.9,5,2032-06-11,Vendedor 3
3451,Produto A,Categoria 1,64.62,5,2032-06-12,Vendedor 2
3452,Produto C,Categoria 3,53.99,11,2032-06-13,Vendedor 1
3453,Produto C,Categoria 2,46.72,12,2032-06-14,Vendedor 1
3454,Produto C,Categoria 2,29.02,9,2032-06-15,Vendedor 3
3455,Produto C,Categoria 2,53.43,13,2032-06-16,Vendedor 3
3456,Produto A,Categoria 1,40.7,3,2032-06-17,Vendedor 2
3457,Produto C,Categoria 2,58.74,13,2032-06-18,Vendedor 3
3458,Produto A,Categoria 1,70.77,11,2032-06-19,Vendedor 2
3459,Produto C,Categoria 2,67.0,11,2032-06-20,Vendedor 2
3460,Produto B,Categoria 1,51.62,7,2032-06-21,Vendedor 2
3461,Produto C,Categoria 2,60.04,17,2032-06-22,Vendedor 2
3462,Produto C,Categoria 3,35.64,16,2032-06-23,Vendedor 3
3463,Produto A,Categoria 3,12.18,14,2032-06-24,Vendedor 2
3464,Produto C,Categoria 1,66.25,1,2032-06-25,Vendedor 3
3465,Produto B,Categoria 1,32.73,11,2032-06-26,Vendedor 2
3466,Produto A,Categoria 2,70.21,13,2032-06-27,Vendedor 3
3467,Produto A,Categoria 2,77.23,1,2032-06-28,Vendedor 2
3468,Produto C,Categoria 3,92.43,2,2032-06-29,Vendedor 3
3469,Produto A,Categoria 2,96.23,9,2032-06-30,Vendedor 1
3470,Produto A,Categoria 1,10.95,13,2032-07-01,Vendedor 2
3471,Produto A,Categoria 1,99.13,5,2032-07-02,Vendedor 2
3472,Produto A,Categoria 1,71.47,9,2032-07-03,Vendedor 1
3473,Produto A,Categoria 1,67.92,13,2032-07-04,Vendedor 1
3474,Produto A,Categoria 1,11.37,5,2032-07-05,Vendedor 2
3475,Produto B,Categoria 3,87.51,15,2032-07-06,Vendedor 3
3476,Produto C,Categoria 3,23.09,7,2032-07-07,Vendedor 2
3477,Produto B,Categoria 1,85.36,14,2032-07-08,Vendedor 3
3478,Produto A,Categoria 2,11.4,16,2032-07-09,Vendedor 1
3479,Produto A,Categoria 1,68.14,6,2032-07-10,Vendedor 3
3480,Produto C,Categoria 3,49.13,2,2032-07-11,Vendedor 2
3481,Produto B,Categoria 1,28.07,16,2032-07-12,Vendedor 1
3482,Produto C,Categoria 3,19.68,19,2032-07-13,Vendedor 1
3483,Produto B,Categoria 3,49.61,5,2032-07-14,Vendedor 2
3484,Produto A,Categoria 1,21.1,4,2032-07-15,Vendedor 2
3485,Produto C,Categoria 1,53.78,14,2032-07-16,Vendedor 1
3486,Produto C,Categoria 2,66.27,6,2032-07-17,Vendedor 3
3487,Produto A,Categoria 3,84.46,8,2032-07-18,Vendedor 3
3488,Produto C,Categoria 2,71.08,3,2032-07-19,Vendedor 3
3489,Produto B,Categoria 1,15.87,4,2032-07-20,Vendedor 2
3490,Produto B,Categoria 3,37.67,1,2032-07-21,Vendedor 1
3491,Produto B,Categoria 2,35.92,2,2032-07-22,Vendedor 3
3492,Produto B,Categoria 2,92.35,13,2032-07-23,Vendedor 1
3493,Produto A,Categoria 2,88.1,9,2032-07-24,Vendedor 3
3494,Produto C,Categoria 1,43.31,12,2032-07-25,Vendedor 1
3495,Produto B,Categoria 1,16.4,10,2032-07-26,Vendedor 2
3496,Produto A,Categoria 1,90.47,10,2032-07-27,Vendedor 2
3497,Produto C,Categoria 3,89.94,18,2032-07-28,Vendedor 2
3498,Produto C,Categoria 1,86.93,12,2032-07-29,Vendedor 3
3499,Produto A,Categoria 3,86.06,16,2032-07-30,Vendedor 2
3500,Produto A,Categoria 2,53.22,6,2032-07-31,Vendedor 2
3501,Produto B,Categoria 2,25.97,10,2032-08-01,Vendedor 2
3502,Produto C,Categoria 1,52.97,15,2032-08-02,Vendedor 1
3503,Produto C,Categoria 2,54.51,9,2032-08-03,Vendedor 1
3504,Produto A,Categoria 1,54.09,2,2032-08-04,Vendedor 1
3505,Produto C,Categoria 3,58.49,18,2032-08-05,Vendedor 1
3506,Produto B,Categoria 2,33.19,12,2032-08-06,Vendedor 1
3507,Produto C,Categoria 1,42.96,3,2032-08-07,Vendedor 1
3508,Produto A,Categoria 2,49.08,7,2032-08-08,Vendedor 1
3509,Produto A,Categoria 2,21.8,9,2032-08-09,Vendedor 2
3510,Produto B,Categoria 1,50.98,8,2032-08-10,Vendedor 2
3511,Produto B,Categoria 2,82.94,6,2032-08-11,Vendedor 3
3512,Produto C,Categoria 2,84.53,1,2032-08-12,Vendedor 2
3513,Produto C,Categoria 2,47.04,14,2032-08-13,Vendedor 1
3514,Produto A,Categoria 2,56.69,16,2032-08-14,Vendedor 1
3515,Produto B,Categoria 3,13.03,16,2032-08-15,Vendedor 3
3516,Produto B,Categoria 2,70.7,4,2032-08-16,Vendedor 2
3517,Produto B,Categoria 2,46.41,6,2032-08-17,Vendedor 2
3518,Produto C,Categoria 1,50.09,15,2032-08-18,Vendedor 3
3519,Produto B,Categoria 3,88.63,8,2032-08-19,Vendedor 1
3520,Produto A,Categoria 1,51.57,1,2032-08-20,Vendedor 1
3521,Produto A,Categoria 1,11.91,13,2032-08-21,Vendedor 1
3522,Produto C,Categoria 1,30.47,18,2032-08-22,Vendedor 1
3523,Produto C,Categoria 3,52.81,18,2032-08-23,Vendedor 3
3524,Produto B,Categoria 1,48.2,13,2032-08-24,Vendedor 2
3525,Produto C,Categoria 1,87.43,14,2032-08-25,Vendedor 1
3526,Produto A,Categoria 1,58.79,11,2032-08-26,Vendedor 2
3527,Produto B,Categoria 2,72.07,7,2032-08-27,Vendedor 2
3528,Produto A,Categoria 1,52.24,18,2032-08-28,Vendedor 1
3529,Produto B,Categoria 3,49.57,4,2032-08-29,Vendedor 1
3530,Produto C,Categoria 3,50.17,17,2032-08-30,Vendedor 1
3531,Produto B,Categoria 2,46.98,19,2032-08-31,Vendedor 2
3532,Produto B,Categoria 3,58.47,14,2032-09-01,Vendedor 3
3533,Produto A,Categoria 3,32.54,10,2032-09-02,Vendedor 1
3534,Produto A,Categoria 2,90.19,6,2032-09-03,Vendedor 2
3535,Produto B,Categoria 1,39.98,18,2032-09-04,Vendedor 2
3536,Produto C,Categoria 2,23.28,4,2032-09-05,Vendedor 1
3537,Produto C,Categoria 1,18.69,11,2032-09-06,Vendedor 3
3538,Produto A,Categoria 1,11.21,13,2032-09-07,Vendedor 1
